UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
7351,L54530,L,301.7,310.2,1469,41.475,26,0,0,0,0,0,0
7352,L54531,L,301.7,310.2,1458,45.57,28,0,0,0,0,0,0
7353,M22212,M,301.7,310.2,1440,44.94,30,0,0,0,0,0,0
7354,L54533,L,301.8,310.3,1687,31.919999999999998,33,0,0,0,0,0,0
7355,M22214,M,301.7,310.3,1429,50.08500000000001,35,0,0,0,0,0,0
7356,L54535,L,301.6,310.2,1588,35.805,38,0,0,0,0,0,0
7357,L54536,L,301.6,310.2,1333,53.760000000000005,40,0,0,0,0,0,0
7358,L54537,L,301.6,310.1,1487,45.045,42,0,0,0,0,0,0
7359,M22218,M,301.5,310.1,1659,33.075,44,0,0,0,0,0,0
7360,M22219,M,301.4,310.0,1512,45.36000000000001,47,0,0,0,0,0,0
7361,L54540,L,301.5,310.1,1585,36.96000000000001,50,0,0,0,0,0,0
7362,L54541,L,301.5,310.0,1502,40.425000000000004,52,0,0,0,0,0,0
7363,L54542,L,301.5,310.0,1594,36.855000000000004,54,0,0,0,0,0,0
7364,L54543,L,301.5,310.0,1412,51.345,56,0,0,0,0,0,0
7365,L54544,L,301.5,309.9,1402,54.285000000000004,58,0,0,0,0,0,0
7366,L54545,L,301.6,310.1,2057,21.419999999999998,60,0,0,0,0,0,0
7367,H36780,H,301.6,310.1,1531,38.64,62,0,0,0,0,0,0
7368,M22227,M,301.5,310.1,1359,64.155,67,0,0,0,0,0,0
7369,M22228,M,301.6,310.2,1620,31.5,70,0,0,0,0,0,0
7370,M22229,M,301.6,310.1,1646,31.080000000000002,73,0,0,0,0,0,0
7371,M22230,M,301.6,310.1,1455,48.405,76,0,0,0,0,0,0
7372,L54551,L,301.6,310.2,1512,46.2,79,0,0,0,0,0,0
7373,L54552,L,301.6,310.2,1473,44.83500000000001,81,0,0,0,0,0,0
7374,L54553,L,301.6,310.1,1553,39.9,83,0,0,0,0,0,0
7375,L54554,L,301.5,310.0,1379,52.92,85,0,0,0,0,0,0
7376,M22235,M,301.4,309.9,1567,42.63,87,0,0,0,0,0,0
7377,L54556,L,301.5,310.0,1481,45.255,90,0,0,0,0,0,0
7378,L54557,L,301.5,310.0,1349,55.33500000000001,92,0,0,0,0,0,0
7379,L54558,L,301.5,310.0,1388,55.02,94,0,0,0,0,0,0
7380,M22239,M,301.6,310.1,1357,51.135000000000005,96,0,0,0,0,0,0
7381,L54560,L,301.6,310.2,1743,26.040000000000003,99,0,0,0,0,0,0
7382,L54561,L,301.7,310.3,1495,45.255,101,0,0,0,0,0,0
7383,L54562,L,301.8,310.4,1698,29.715000000000003,103,0,0,0,0,0,0
7384,M22243,M,301.7,310.4,1410,46.725,105,0,0,0,0,0,0
7385,L54564,L,301.7,310.4,1614,38.010000000000005,108,0,0,0,0,0,0
7386,M22245,M,301.8,310.5,1375,56.595,110,0,0,0,0,0,0
7387,M22246,M,301.8,310.6,1574,33.39,113,0,0,0,0,0,0
7388,H36801,H,301.8,310.6,1423,46.830000000000005,116,0,0,0,0,0,0
7389,M22248,M,301.8,310.6,1694,32.865,121,0,0,0,0,0,0
7390,L54569,L,301.8,310.6,1707,34.125,124,0,0,0,0,0,0
7391,M22250,M,301.7,310.5,1490,43.260000000000005,126,0,0,0,0,0,0
7392,L54571,L,301.7,310.6,1675,32.865,129,0,0,0,0,0,0
7393,M22252,M,301.7,310.5,1492,41.265,131,0,0,0,0,0,0
7394,M22253,M,301.7,310.5,1594,37.17,134,0,0,0,0,0,0
7395,L54574,L,301.7,310.6,1479,39.9,137,0,0,0,0,0,0
7396,M22255,M,301.7,310.6,1572,39.9,139,0,0,0,0,0,0
7397,L54576,L,301.7,310.6,1616,36.855000000000004,142,0,0,0,0,0,0
7398,L54577,L,301.7,310.6,1737,27.405,144,0,0,0,0,0,0
7399,M22258,M,301.7,310.7,1498,39.69,146,0,0,0,0,0,0
7400,L54579,L,301.6,310.6,1642,36.855000000000004,149,0,0,0,0,0,0
7401,M22260,M,301.6,310.6,1633,35.910000000000004,151,0,0,0,0,0,0
7402,L54581,L,301.8,310.8,1409,54.495,154,0,0,0,0,0,0
7403,M22262,M,301.8,310.8,1463,45.675000000000004,156,0,0,0,0,0,0
7404,L54583,L,301.8,310.8,1376,51.03,159,0,0,0,0,0,0
7405,L54584,L,301.8,310.8,1553,33.81,161,0,0,0,0,0,0
7406,M22265,M,301.8,310.8,1530,36.96000000000001,163,0,0,0,0,0,0
7407,L54586,L,301.8,310.9,1545,42.73500000000001,166,0,0,0,0,0,0
7408,H36821,H,301.8,310.9,1427,49.56,168,0,0,0,0,0,0
7409,L54588,L,301.9,310.9,1292,53.655,173,0,0,0,0,0,0
7410,L54589,L,301.8,310.9,2084,18.480000000000004,175,0,0,0,0,0,0
7411,L54590,L,301.9,311.0,1747,28.980000000000004,177,0,0,0,0,0,0
7412,L54591,L,302.0,311.1,1425,50.19,179,0,0,0,0,0,0
7413,L54592,L,302.0,311.0,1637,35.28,181,0,0,0,0,0,0
7414,M22273,M,302.1,311.1,1616,36.96000000000001,183,0,0,0,0,0,0
7415,L54594,L,302.1,311.1,1619,35.07,186,0,0,0,0,0,0
7416,L54595,L,302.1,311.2,1489,41.055,188,0,0,0,0,0,0
7417,M22276,M,302.1,311.2,1452,44.52,190,0,0,0,0,0,0
7418,M22277,M,302.1,311.3,1495,43.050000000000004,193,0,0,0,0,0,0
7419,M22278,M,302.2,311.4,1427,41.685,196,0,0,0,0,0,0
7420,L54599,L,302.1,311.4,1572,38.010000000000005,199,0,0,0,0,0,0
7421,L54600,L,302.1,311.3,1547,42.0,201,0,0,0,0,0,0
7422,M22281,M,302.1,311.4,1342,50.925000000000004,203,0,0,0,0,0,0
7423,L54602,L,302.0,311.2,1351,46.30500000000001,206,0,0,0,0,0,0
7424,L54603,L,302.0,311.3,1407,49.665,208,0,0,0,0,0,0
7425,M22284,M,302.1,311.4,1575,31.290000000000003,210,0,0,0,0,0,0
7426,M22285,M,302.0,311.4,1791,25.305000000000003,213,0,0,0,0,0,0
7427,M22286,M,302.0,311.4,1692,30.450000000000003,216,1,1,0,0,0,0
7428,L54607,L,302.0,311.4,1634,33.495,0,0,0,0,0,0,0
7429,M22288,M,302.0,311.4,1864,24.465000000000003,2,0,0,0,0,0,0
7430,L54609,L,302.0,311.4,1590,35.28,5,0,0,0,0,0,0
7431,M22290,M,302.0,311.4,1384,48.405,7,0,0,0,0,0,0
7432,M22291,M,302.0,311.4,1352,64.89,10,0,0,0,0,0,0
7433,L54612,L,302.1,311.4,1484,45.255,13,0,0,0,0,0,0
7434,M22293,M,302.1,311.4,1913,22.995,15,0,0,0,0,0,0
7435,L54614,L,302.0,311.4,1508,40.11000000000001,18,0,0,0,0,0,0
7436,L54615,L,301.9,311.3,1504,42.73500000000001,20,0,0,0,0,0,0
7437,L54616,L,302.0,311.4,1487,43.260000000000005,22,0,0,0,0,0,0
7438,L54617,L,301.8,311.3,1727,31.5,24,0,0,0,0,0,0
7439,L54618,L,301.9,311.3,1647,28.875,26,0,0,0,0,0,0
7440,L54619,L,302.0,311.3,1493,43.47,28,0,0,0,0,0,0
7441,L54620,L,302.0,311.4,1655,31.080000000000002,30,0,0,0,0,0,0
7442,M22301,M,301.9,311.4,1337,57.54,32,0,0,0,0,0,0
7443,L54622,L,302.0,311.5,1601,38.745,35,0,0,0,0,0,0
7444,H36857,H,302.1,311.6,1589,39.795,37,0,0,0,0,0,0
7445,L54624,L,302.2,311.7,1286,57.855000000000004,42,0,0,0,0,0,0
7446,L54625,L,302.2,311.7,1553,43.365,44,0,0,0,0,0,0
7447,L54626,L,302.2,311.8,1379,53.550000000000004,46,0,0,0,0,0,0
7448,M22307,M,302.3,311.9,1677,32.34,48,0,0,0,0,0,0
7449,L54628,L,302.3,311.8,1488,40.32,51,0,0,0,0,0,0
7450,L54629,L,302.3,311.8,1418,48.195,53,0,0,0,0,0,0
7451,L54630,L,302.3,311.8,1451,43.050000000000004,55,0,0,0,0,0,0
7452,L54631,L,302.3,311.8,1508,45.255,57,0,0,0,0,0,0
7453,L54632,L,302.3,311.7,1579,35.28,59,0,0,0,0,0,0
7454,H36867,H,302.3,311.7,1432,50.08500000000001,61,0,0,0,0,0,0
7455,L54634,L,302.2,311.6,1446,49.665,66,0,0,0,0,0,0
7456,M22315,M,302.2,311.7,1597,41.475,68,0,0,0,0,0,0
7457,M22316,M,302.2,311.7,1397,52.71000000000001,71,0,0,0,0,0,0
7458,L54637,L,302.1,311.6,1530,38.43,74,0,0,0,0,0,0
7459,M22318,M,302.1,311.6,1433,53.97,76,0,0,0,0,0,0
7460,L54639,L,302.0,311.5,1591,33.6,79,0,0,0,0,0,0
7461,L54640,L,302.0,311.5,1445,43.68000000000001,81,0,0,0,0,0,0
7462,L54641,L,302.0,311.5,1749,29.715000000000003,83,0,0,0,0,0,0
7463,L54642,L,302.0,311.3,1703,31.919999999999998,85,0,0,0,0,0,0
7464,H36877,H,302.1,311.4,1518,49.245,87,0,0,0,0,0,0
7465,L54644,L,302.1,311.3,1535,44.415,92,0,0,0,0,0,0
7466,M22325,M,302.1,311.4,1390,54.705000000000005,94,0,0,0,0,0,0
7467,H36880,H,302.3,311.6,1801,24.78,97,0,0,0,0,0,0
7468,H36881,H,302.3,311.6,1463,43.68000000000001,102,0,0,0,0,0,0
7469,L54648,L,302.3,311.6,1560,39.58500000000001,107,0,0,0,0,0,0
7470,L54649,L,302.3,311.6,1607,35.175000000000004,109,0,0,0,0,0,0
7471,L54650,L,302.4,311.6,1332,57.330000000000005,111,0,0,0,0,0,0
7472,L54651,L,302.3,311.7,1365,55.964999999999996,113,0,0,0,0,0,0
7473,M22332,M,302.3,311.6,1617,34.125,115,0,0,0,0,0,0
7474,M22333,M,302.3,311.6,1304,65.94,118,0,0,0,0,0,0
7475,L54654,L,302.3,311.7,1989,23.415000000000003,121,0,0,0,0,0,0
7476,H36889,H,302.3,311.6,1339,56.07,123,0,0,0,0,0,0
7477,L54656,L,302.2,311.5,1492,43.89,128,0,0,0,0,0,0
7478,M22337,M,302.1,311.3,1518,42.21000000000001,130,0,0,0,0,0,0
7479,L54658,L,302.1,311.3,1479,41.475,133,0,0,0,0,0,0
7480,M22339,M,302.1,311.3,1523,35.805,135,0,0,0,0,0,0
7481,M22340,M,302.2,311.4,1570,37.065,138,0,0,0,0,0,0
7482,H36895,H,302.2,311.4,1506,37.905,141,0,0,0,0,0,0
7483,M22342,M,302.2,311.6,1510,49.875,146,0,0,0,0,0,0
7484,L54663,L,302.2,311.6,1671,30.240000000000002,149,0,0,0,0,0,0
7485,M22344,M,302.3,311.6,1312,56.07,151,0,0,0,0,0,0
7486,L54665,L,302.3,311.6,1595,40.74,154,0,0,0,0,0,0
7487,L54666,L,302.3,311.7,1635,33.39,156,0,0,0,0,0,0
7488,L54667,L,302.3,311.7,1707,35.28,158,0,0,0,0,0,0
7489,L54668,L,302.3,311.7,1545,45.675000000000004,160,0,0,0,0,0,1
7490,M22349,M,302.2,311.6,1751,29.400000000000002,162,0,0,0,0,0,0
7491,M22350,M,302.4,311.8,1707,31.5,165,0,0,0,0,0,0
7492,L54671,L,302.4,311.8,1320,60.795,168,0,0,0,0,0,0
7493,M22352,M,302.3,311.7,1319,53.97,170,0,0,0,0,0,0
7494,L54673,L,302.2,311.7,1448,56.910000000000004,173,0,0,0,0,0,0
7495,L54674,L,302.2,311.8,1436,50.61000000000001,175,0,0,0,0,0,0
7496,L54675,L,302.3,311.9,1609,35.7,177,0,0,0,0,0,0
7497,L54676,L,302.2,311.8,1464,46.725,179,0,0,0,0,0,0
7498,M22357,M,302.3,311.8,1483,47.355000000000004,181,0,0,0,0,0,0
7499,M22358,M,302.2,311.8,1748,29.925,184,0,0,0,0,0,0
7500,L54679,L,302.3,311.8,1746,27.615000000000002,187,0,0,0,0,0,0
7501,L54680,L,302.2,311.8,1410,53.97,189,0,0,0,0,0,0
7502,L54681,L,302.2,311.7,1640,32.34,191,0,0,0,0,0,0
7503,H36916,H,302.3,311.7,1655,31.395,193,0,0,0,0,0,0
7504,M22363,M,302.3,311.7,1646,30.345,198,0,0,0,0,0,0
7505,L54684,L,302.4,311.8,1589,44.1,201,0,0,0,0,0,0
7506,L54685,L,302.5,311.9,1546,41.37,203,0,0,0,0,0,0
7507,L54686,L,302.5,311.9,1511,43.89,205,0,0,0,0,0,0
7508,L54687,L,302.5,311.9,1750,29.715000000000003,207,0,0,0,0,0,0
7509,M22368,M,302.5,311.9,1730,28.875,209,0,0,0,0,0,0
7510,L54689,L,302.6,311.9,1372,63.105000000000004,212,1,0,0,0,1,0
7511,L54690,L,302.5,311.8,1524,40.845,214,1,1,0,0,0,0
7512,L54691,L,302.4,311.8,1601,37.905,0,0,0,0,0,0,0
7513,M22372,M,302.5,311.8,1636,36.12,2,0,0,0,0,0,0
7514,L54693,L,302.4,311.8,2261,15.645000000000001,5,0,0,0,0,0,0
7515,L54694,L,302.4,311.8,1636,33.915,7,0,0,0,0,0,0
7516,M22375,M,302.4,311.9,1335,61.214999999999996,9,0,0,0,0,0,0
7517,M22376,M,302.3,311.7,1236,60.375,12,0,0,0,0,0,0
7518,L54697,L,302.3,311.7,1445,49.665,15,0,0,0,0,0,0
7519,L54698,L,302.2,311.5,1500,42.839999999999996,17,0,0,0,0,0,0
7520,L54699,L,302.2,311.6,1999,22.05,19,0,0,0,0,0,0
7521,L54700,L,302.2,311.6,1529,37.275,21,0,0,0,0,0,0
7522,M22381,M,302.2,311.6,1467,42.73500000000001,23,0,0,0,0,0,0
7523,L54702,L,302.1,311.5,1334,56.7,26,0,0,0,0,0,0
7524,M22383,M,302.1,311.5,1343,48.510000000000005,28,0,0,0,0,0,0
7525,L54704,L,302.2,311.5,1639,32.655,31,0,0,0,0,0,0
7526,H36939,H,302.1,311.5,1383,51.55500000000001,33,0,0,0,0,0,0
7527,L54706,L,302.1,311.4,1660,32.97,38,0,0,0,0,0,0
7528,L54707,L,302.1,311.3,1470,47.46000000000001,40,0,0,0,0,0,0
7529,M22388,M,302.1,311.3,1748,27.930000000000003,42,0,0,0,0,0,0
7530,L54709,L,302.1,311.4,1467,37.48500000000001,45,0,0,0,0,0,0
7531,M22390,M,302.1,311.4,1617,41.265,47,0,0,0,0,0,0
7532,H36945,H,302.1,311.4,1377,59.535000000000004,50,0,0,0,0,0,0
7533,M22392,M,302.0,311.3,1629,33.705000000000005,55,0,0,0,0,0,0
7534,L54713,L,302.0,311.2,1504,39.795,58,0,0,0,0,0,0
7535,L54714,L,302.0,311.2,1418,49.665,60,0,0,0,0,0,0
7536,L54715,L,302.0,311.2,1629,33.285000000000004,62,0,0,0,0,0,0
7537,L54716,L,302.1,311.3,2579,13.125,64,1,0,0,1,0,0
7538,L54717,L,302.1,311.3,1305,67.935,66,0,0,0,0,0,0
7539,M22398,M,302.2,311.4,1450,40.425000000000004,68,0,0,0,0,0,0
7540,L54719,L,302.2,311.3,1487,38.745,71,0,0,0,0,0,0
7541,M22400,M,302.2,311.3,1587,32.76,73,0,0,0,0,0,0
7542,M22401,M,302.3,311.5,1528,42.945,76,0,0,0,0,0,0
7543,M22402,M,302.4,311.6,1401,52.395,79,0,0,0,0,0,0
7544,L54723,L,302.3,311.5,1446,47.25,82,0,0,0,0,0,0
7545,L54724,L,302.2,311.4,1425,46.410000000000004,84,0,0,0,0,0,0
7546,L54725,L,302.2,311.4,1891,23.730000000000004,86,0,0,0,0,0,0
7547,H36960,H,302.2,311.5,1454,44.94,88,0,0,0,0,0,0
7548,L54727,L,302.1,311.4,1430,42.945,93,0,0,0,0,0,0
7549,L54728,L,302.2,311.4,1495,45.78,95,0,0,0,0,0,0
7550,L54729,L,302.3,311.4,1544,43.68000000000001,97,0,0,0,0,0,0
7551,M22410,M,302.3,311.4,1554,36.015,99,0,0,0,0,0,0
7552,M22411,M,302.2,311.3,1491,39.165,102,0,0,0,0,0,0
7553,L54732,L,302.3,311.3,1525,42.73500000000001,105,0,0,0,0,0,0
7554,L54733,L,302.3,311.3,1505,41.580000000000005,107,0,0,0,0,0,0
7555,M22414,M,302.3,311.4,1371,52.71000000000001,109,0,0,0,0,0,0
7556,L54735,L,302.3,311.3,1332,63.525000000000006,112,0,0,0,0,0,0
7557,L54736,L,302.3,311.4,1471,38.85,114,0,0,0,0,0,0
7558,M22417,M,302.4,311.5,1750,28.665000000000003,116,0,0,0,0,0,0
7559,M22418,M,302.3,311.4,1386,50.505,119,0,0,0,0,0,0
7560,M22419,M,302.4,311.4,1355,59.010000000000005,122,0,0,0,0,0,0
7561,M22420,M,302.3,311.3,1377,56.49,125,0,0,0,0,0,0
7562,L54741,L,302.3,311.1,1388,51.87,128,0,0,0,0,0,0
7563,M22422,M,302.3,311.1,1350,61.635000000000005,130,0,0,0,0,0,0
7564,M22423,M,302.4,311.2,1831,24.57,133,0,0,0,0,0,0
7565,M22424,M,302.3,311.2,1381,68.46000000000001,136,1,0,0,1,0,0
7566,M22425,M,302.3,311.2,1783,26.880000000000003,139,0,0,0,0,0,0
7567,L54746,L,302.3,311.0,1613,36.435,142,0,0,0,0,0,0
7568,M22427,M,302.2,311.0,2370,15.435,144,0,0,0,0,0,0
7569,L54748,L,302.2,311.0,1627,35.385000000000005,147,0,0,0,0,0,0
7570,L54749,L,302.2,311.0,1255,75.39,149,1,0,0,1,0,0
7571,H36984,H,302.2,311.0,1777,28.875,151,0,0,0,0,0,0
7572,L54751,L,302.3,311.1,1606,32.445,156,0,0,0,0,0,0
7573,L54752,L,302.3,311.1,1676,30.03,158,0,0,0,0,0,0
7574,L54753,L,302.3,311.1,1605,38.955000000000005,160,0,0,0,0,0,0
7575,L54754,L,302.4,311.1,1487,39.27,162,0,0,0,0,0,0
7576,L54755,L,302.4,311.2,1471,48.825,164,0,0,0,0,0,0
7577,M22436,M,302.3,311.1,1477,46.410000000000004,166,0,0,0,0,0,0
7578,L54757,L,302.4,311.2,1530,33.6,169,0,0,0,0,0,0
7579,L54758,L,302.4,311.2,1673,30.345,171,0,0,0,0,0,0
7580,L54759,L,302.4,311.2,1436,59.64,173,0,0,0,0,0,0
7581,L54760,L,302.4,311.3,1495,53.760000000000005,175,0,0,0,0,0,0
7582,M22441,M,302.4,311.2,1366,58.905,177,0,0,0,0,0,0
7583,H36996,H,302.4,311.2,1489,47.565,180,0,0,0,0,0,0
7584,L54763,L,302.3,311.1,1480,48.93000000000001,185,0,0,0,0,0,0
7585,L54764,L,302.4,311.2,1472,39.165,187,0,0,0,0,0,0
7586,L54765,L,302.4,311.1,1397,53.339999999999996,189,0,0,0,0,0,0
7587,L54766,L,302.4,311.1,1589,37.275,191,0,0,0,0,0,0
7588,L54767,L,302.4,311.1,1405,56.80500000000001,193,0,0,0,0,0,0
7589,L54768,L,302.4,311.1,2013,21.105000000000004,195,0,0,0,0,0,0
7590,L54769,L,302.4,311.0,1802,27.3,197,0,0,0,0,0,0
7591,M22450,M,302.4,311.0,1433,48.405,199,0,0,0,0,0,0
7592,M22451,M,302.5,311.1,1296,64.365,202,1,0,0,0,1,0
7593,M22452,M,302.5,311.2,1551,38.43,205,0,0,0,0,0,0
7594,L54773,L,302.5,311.2,1270,70.875,208,1,0,0,0,1,0
7595,L54774,L,302.6,311.3,1531,40.425000000000004,0,0,0,0,0,0,0
7596,H37009,H,302.5,311.2,1397,47.46000000000001,2,0,0,0,0,0,0
7597,L54776,L,302.5,311.1,1547,39.06,7,0,0,0,0,0,0
7598,L54777,L,302.5,311.0,2074,19.845,9,0,0,0,0,0,0
7599,L54778,L,302.5,311.1,1491,44.730000000000004,11,0,0,0,0,0,0
7600,L54779,L,302.5,311.0,1759,29.715000000000003,13,0,0,0,0,0,0
7601,M22460,M,302.4,311.0,1595,37.17,15,0,0,0,0,0,0
7602,L54781,L,302.4,311.2,1351,65.10000000000001,18,0,0,0,0,0,0
7603,L54782,L,302.4,311.2,1705,30.135,20,0,0,0,0,0,0
7604,L54783,L,302.4,311.2,1406,45.78,22,0,0,0,0,0,0
7605,L54784,L,302.4,311.3,1639,36.330000000000005,24,0,0,0,0,0,0
7606,H37019,H,302.4,311.3,2026,21.315,26,0,0,0,0,0,0
7607,M22466,M,302.4,311.3,1350,59.325,31,0,0,0,0,0,0
7608,M22467,M,302.5,311.3,1468,43.155,34,0,0,0,0,0,0
7609,L54788,L,302.5,311.4,1642,28.455000000000002,37,0,0,0,0,0,0
7610,L54789,L,302.5,311.3,1490,43.89,39,0,0,0,0,0,0
7611,M22470,M,302.5,311.3,1507,45.57,41,0,0,0,0,0,0
7612,L54791,L,302.5,311.4,1611,34.33500000000001,44,0,0,0,0,0,0
7613,M22472,M,302.5,311.4,1743,28.980000000000004,46,0,0,0,0,0,0
7614,L54793,L,302.5,311.3,1475,48.615,49,0,0,0,0,0,0
7615,L54794,L,302.5,311.4,1432,49.875,51,0,0,0,0,0,0
7616,L54795,L,302.5,311.4,1442,49.35,53,0,0,0,0,0,0
7617,M22476,M,302.6,311.4,1468,42.42,55,0,0,0,0,0,0
7618,L54797,L,302.5,311.4,1556,47.565,58,0,0,0,0,0,0
7619,M22478,M,302.5,311.4,1312,53.97,60,0,0,0,0,0,0
7620,L54799,L,302.6,311.5,1459,49.35,63,0,0,0,0,0,0
7621,L54800,L,302.5,311.5,1651,38.745,65,0,0,0,0,0,0
7622,L54801,L,302.5,311.5,1490,40.32,67,0,0,0,0,0,0
7623,M22482,M,302.6,311.6,1473,33.075,69,0,0,0,0,0,0
7624,L54803,L,302.6,311.7,1734,31.395,72,0,0,0,0,0,0
7625,L54804,L,302.6,311.7,1507,47.775,74,0,0,0,0,0,0
7626,L54805,L,302.6,311.7,1556,36.645,76,0,0,0,0,0,0
7627,H37040,H,302.5,311.6,1351,56.175000000000004,78,0,0,0,0,0,0
7628,L54807,L,302.5,311.7,1445,47.04,83,0,0,0,0,0,0
7629,L54808,L,302.5,311.7,1619,34.33500000000001,85,0,0,0,0,0,0
7630,M22489,M,302.5,311.7,1269,67.2,87,0,0,0,0,0,0
7631,L54810,L,302.5,311.6,1534,39.58500000000001,90,0,0,0,0,0,0
7632,L54811,L,302.5,311.6,1444,51.765,92,0,0,0,0,0,0
7633,L54812,L,302.5,311.6,1744,28.14,94,0,0,0,0,0,0
7634,L54813,L,302.4,311.5,1441,46.830000000000005,96,0,0,0,0,0,0
7635,M22494,M,302.3,311.3,1506,42.73500000000001,98,0,0,0,0,0,0
7636,L54815,L,302.3,311.4,1526,40.425000000000004,101,0,0,0,0,0,0
7637,L54816,L,302.4,311.5,1704,31.185000000000002,103,0,0,0,0,0,0
7638,H37051,H,302.4,311.4,1445,55.02,105,0,0,0,0,0,0
7639,L54818,L,302.5,311.5,1661,37.695,110,0,0,0,0,0,0
7640,L54819,L,302.5,311.4,1466,43.89,112,0,0,0,0,0,0
7641,L54820,L,302.4,311.3,1608,36.855000000000004,114,0,0,0,0,0,0
7642,M22501,M,302.4,311.4,1352,60.165,116,0,0,0,0,0,0
7643,M22502,M,302.4,311.4,1604,33.285000000000004,119,0,0,0,0,0,0
7644,H37057,H,302.4,311.4,1427,53.23500000000001,122,0,0,0,0,0,0
7645,L54824,L,302.4,311.4,1424,46.830000000000005,127,0,0,0,0,0,0
7646,L54825,L,302.4,311.4,1662,30.765,129,0,0,0,0,0,0
7647,L54826,L,302.4,311.4,1936,25.095,131,0,0,0,0,0,0
7648,L54827,L,302.4,311.4,1728,33.285000000000004,133,0,0,0,0,0,0
7649,L54828,L,302.4,311.4,1552,30.240000000000002,135,0,0,0,0,0,0
7650,H37063,H,302.4,311.5,1662,30.450000000000003,137,0,0,0,0,0,0
7651,L54830,L,302.3,311.4,1343,60.58500000000001,142,0,0,0,0,0,0
7652,M22511,M,302.4,311.5,1476,34.230000000000004,144,0,0,0,0,0,0
7653,L54832,L,302.3,311.4,1346,53.655,147,0,0,0,0,0,0
7654,L54833,L,302.4,311.5,1492,46.830000000000005,149,0,0,0,0,0,0
7655,M22514,M,302.3,311.5,1540,43.575,151,0,0,0,0,0,0
7656,L54835,L,302.4,311.5,1596,34.125,154,0,0,0,0,0,0
7657,L54836,L,302.5,311.6,1541,50.19,156,0,0,0,0,0,0
7658,L54837,L,302.5,311.6,1661,31.5,158,0,0,0,0,0,0
7659,M22518,M,302.4,311.6,1359,58.17,160,0,0,0,0,0,0
7660,L54839,L,302.5,311.6,1528,44.52,163,0,0,0,0,0,0
7661,M22520,M,302.5,311.6,1246,55.545,165,0,0,0,0,0,0
7662,L54841,L,302.5,311.6,1575,34.125,168,0,0,0,0,0,0
7663,M22522,M,302.5,311.6,1658,31.919999999999998,170,0,0,0,0,0,0
7664,L54843,L,302.5,311.6,1385,57.54,173,0,0,0,0,0,0
7665,H37078,H,302.5,311.7,1454,52.815,175,0,0,0,0,0,0
7666,L54845,L,302.5,311.6,1497,42.525,180,0,0,0,0,0,0
7667,M22526,M,302.6,311.7,1424,53.339999999999996,182,0,0,0,0,0,0
7668,L54847,L,302.6,311.7,1528,46.095,185,0,0,0,0,0,0
7669,L54848,L,302.6,311.8,1539,38.85,187,0,0,0,0,0,0
7670,L54849,L,302.7,311.8,1336,61.32,189,1,0,0,0,1,0
7671,L54850,L,302.5,311.6,1525,39.480000000000004,191,0,0,0,0,0,0
7672,M22531,M,302.5,311.6,1456,53.655,193,0,0,0,0,0,0
7673,M22532,M,302.5,311.7,2141,18.06,196,0,0,0,0,0,0
7674,M22533,M,302.5,311.6,1476,41.055,199,0,0,0,0,0,0
7675,L54854,L,302.5,311.6,1509,49.56,202,0,0,0,0,0,0
7676,L54855,L,302.5,311.6,1447,47.67,204,0,0,0,0,0,0
7677,L54856,L,302.6,311.7,1448,51.55500000000001,206,0,0,0,0,0,0
7678,L54857,L,302.6,311.7,1428,55.230000000000004,208,0,0,0,0,0,0
7679,M22538,M,302.6,311.7,1389,54.705000000000005,210,0,0,0,0,0,0
7680,L54859,L,302.7,311.7,1635,34.02,213,0,0,0,0,0,0
7681,L54860,L,302.7,311.7,1395,45.885000000000005,215,0,0,0,0,0,0
7682,L54861,L,302.7,311.8,1443,45.885000000000005,217,0,0,0,0,0,0
7683,M22542,M,302.7,311.7,1412,51.55500000000001,219,0,0,0,0,0,0
7684,L54863,L,302.7,311.7,1524,45.675000000000004,222,0,0,0,0,0,0
7685,M22544,M,302.7,311.8,1407,44.52,224,0,0,0,0,0,0
7686,L54865,L,302.8,311.7,1397,45.675000000000004,227,0,0,0,0,0,0
7687,M22546,M,302.7,311.7,1504,38.745,229,0,0,0,0,0,0
7688,M22547,M,302.7,311.7,2097,19.845,232,1,1,0,0,0,0
7689,L54868,L,302.6,311.7,1553,41.79,0,0,0,0,0,0,0
7690,L54869,L,302.6,311.7,1432,41.160000000000004,2,0,0,0,0,0,0
7691,M22550,M,302.5,311.6,1577,38.325,4,0,0,0,0,0,0
7692,M22551,M,302.5,311.5,1370,58.905,7,0,0,0,0,0,0
7693,H37106,H,302.5,311.6,1506,38.010000000000005,10,0,0,0,0,0,0
7694,L54873,L,302.6,311.6,1964,22.47,15,0,0,0,0,0,0
7695,H37108,H,302.6,311.7,1500,38.535000000000004,17,0,0,0,0,0,0
7696,L54875,L,302.6,311.7,1488,50.08500000000001,22,0,0,0,0,0,0
7697,H37110,H,302.6,311.5,1282,63.21000000000001,24,0,0,0,0,0,0
7698,L54877,L,302.5,311.4,1400,47.355000000000004,29,0,0,0,0,0,0
7699,L54878,L,302.6,311.5,1419,40.53,31,0,0,0,0,0,0
7700,M22559,M,302.7,311.5,1441,42.63,33,0,0,0,0,0,0
7701,M22560,M,302.7,311.6,1348,65.625,36,0,0,0,0,0,0
